Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority
BR8 7SE,Yes,51.413773,0.18706,552189,170575,TQ521705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",58,31,"Swanley","Hextable","Sevenoaks 001C","Urban major conurbation",South East,50,,E01024447,Kent
BR8 7SF,Yes,51.413744,0.187648,552230,170573,TQ522705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",77,34,"Swanley","Hextable","Sevenoaks 001C","Urban major conurbation",South East,49,,E01024447,Kent
BR8 7SG,Yes,51.415623,0.189118,552326,170785,TQ523707,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",55,23,"Swanley","Hextable","Sevenoaks 001C","Urban major conurbation",South East,60,,E01024447,Kent
BR8 7SH,Yes,51.414829,0.191669,552506,170702,TQ525707,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",66,31,"Swanley","Hextable","Sevenoaks 001C","Urban city and town",South East,48,,E01024447,Kent
BR8 7SJ,Yes,51.414676,0.190713,552440,170683,TQ524706,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",60,22,"Swanley","Hextable","Sevenoaks 001C","Urban city and town",South East,49,,E01024447,Kent
BR8 7SL,Yes,51.414431,0.189378,552348,170653,TQ523706,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",76,29,"Swanley","Hextable","Sevenoaks 001C","Urban city and town",South East,50,,E01024447,Kent
BR8 7SN,Yes,51.413729,0.189402,552352,170575,TQ523705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",95,39,"Swanley","Hextable","Sevenoaks 001C","Urban city and town",South East,45,,E01024447,Kent
BR8 7SP,Yes,51.413477,0.191346,552488,170551,TQ524705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",14,8,"Swanley","Hextable","Sevenoaks 001C","Urban city and town",South East,39,,E01024447,Kent
BR8 7SQ,Yes,51.415168,0.188938,552315,170734,TQ523707,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",63,29,"Swanley","Hextable","Sevenoaks 001C","Urban major conurbation",South East,57,,E01024447,Kent
BR8 7SR,Yes,51.413354,0.188334,552279,170531,TQ522705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",85,37,"Swanley","Hextable","Sevenoaks 001C","Urban major conurbation",South East,43,,E01024447,Kent
BR8 7SS,Yes,51.402771,0.169368,550995,169315,TQ509693,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",36,20,"Swanley","Swanley","Sevenoaks 002F","Urban major conurbation",South East,63,,E01024482,Kent
BR8 7ST,Yes,51.402262,0.168208,550916,169256,TQ509692,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",51,21,"Swanley","Swanley","Sevenoaks 002F","Urban major conurbation",South East,60,,E01024482,Kent
BR8 7SU,Yes,51.401498,0.166734,550816,169168,TQ508691,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",19,10,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,61,,E01024481,Kent
BR8 7SW,Yes,51.413613,0.192273,552552,170568,TQ525705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",102,44,"Swanley","Hextable","Sevenoaks 001C","Urban city and town",South East,39,,E01024447,Kent
BR8 7SX,Yes,51.403297,0.168659,550944,169372,TQ509693,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",24,8,"Swanley","Swanley","Sevenoaks 002F","Urban major conurbation",South East,59,,E01024482,Kent
BR8 7SY,Yes,51.402,0.166326,550786,169223,TQ507692,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",49,20,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,62,,E01024481,Kent
BR8 7SZ,Yes,51.40237,0.166717,550812,169265,TQ508692,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",14,7,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,61,,E01024481,Kent
BR8 7TA,Yes,51.403929,0.168502,550931,169442,TQ509694,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",36,15,"Swanley","Swanley","Sevenoaks 002F","Urban major conurbation",South East,57,,E01024482,Kent
BR8 7TB,Yes,51.403987,0.169281,550985,169450,TQ509694,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",87,33,"Swanley","Swanley","Sevenoaks 002F","Urban major conurbation",South East,58,,E01024482,Kent
BR8 7TD,Yes,51.403808,0.170193,551049,169432,TQ510694,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",156,55,"Swanley","Swanley","Sevenoaks 002F","Urban major conurbation",South East,61,,E01024482,Kent
BR8 7TE,Yes,51.396232,0.169892,551053,168589,TQ510685,"Kent","Sevenoaks","Swanley St Mary's", E07000111,E05005031,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",,,"Swanley","Swanley","Sevenoaks 002A","Urban major conurbation",South East,79,,E01024476,Kent
BR8 7TG,Yes,51.396225,0.174636,551383,168598,TQ513685,"Kent","Sevenoaks","Swanley St Mary's", E07000111,E05005031,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",2,2,"Swanley","Swanley","Sevenoaks 002B","Urban major conurbation",South East,81,,E01024477,Kent
BR8 7TH,Yes,51.406889,0.158677,550238,169751,TQ502697,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",2003-09-01,,"Swanley","",66,19,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,73,,E01024481,Kent
BR8 7TJ,Yes,51.396036,0.173678,551317,168575,TQ513685,"Kent","Sevenoaks","Swanley St Mary's", E07000111,E05005031,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",,,"Swanley","Swanley","Sevenoaks 002B","Urban major conurbation",South East,81,,E01024477,Kent
BR8 7TL,Yes,51.396285,0.173862,551329,168603,TQ513686,"Kent","Sevenoaks","Swanley St Mary's", E07000111,E05005031,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",,,"Swanley","Swanley","Sevenoaks 002B","Urban major conurbation",South East,81,,E01024477,Kent
BR8 7TN,Yes,51.402434,0.164248,550640,169267,TQ506692,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",26,20,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,65,,E01024481,Kent
BR8 7TQ,Yes,51.396772,0.173742,551319,168657,TQ513686,"Kent","Sevenoaks","Swanley St Mary's", E07000111,E05005031,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",,,"Swanley","Swanley","Sevenoaks 002B","Urban major conurbation",South East,81,,E01024477,Kent
BR8 7TR,Yes,51.404512,0.163224,550562,169496,TQ505694,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",59,30,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,66,,E01024481,Kent
BR8 7TS,Yes,51.403016,0.165368,550716,169334,TQ507693,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",33,16,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,62,,E01024481,Kent
BR8 7TT,Yes,51.405789,0.165211,550696,169642,TQ506696,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",85,34,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,61,,E01024481,Kent
BR8 7TU,Yes,51.4051,0.164532,550651,169564,TQ506695,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",55,25,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,63,,E01024481,Kent
BR8 7TW,Yes,51.402598,0.164615,550665,169286,TQ506692,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",65,42,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,64,,E01024481,Kent
BR8 7TX,Yes,51.404207,0.164662,550663,169465,TQ506694,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",97,44,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,62,,E01024481,Kent
BR8 7TY,Yes,51.403606,0.164576,550659,169398,TQ506693,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",94,43,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,63,,E01024481,Kent
BR8 7TZ,Yes,51.404437,0.165852,550745,169493,TQ507694,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",47,19,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,60,,E01024481,Kent
BR8 7UA,Yes,51.405406,0.163065,550548,169595,TQ505695,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",39,15,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,66,,E01024481,Kent
BR8 7UB,Yes,51.405634,0.163349,550567,169621,TQ505696,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",31,13,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,64,,E01024481,Kent
BR8 7UD,Yes,51.395663,0.173459,551303,168533,TQ513685,"Kent","Sevenoaks","Swanley St Mary's", E07000111,E05005031,England,E10000016,"Sevenoaks",1984-02-01,,"Swanley","",42,34,"Swanley","Swanley","Sevenoaks 002B","Urban major conurbation",South East,80,,E01024477,Kent
BR8 7UE,Yes,51.404957,0.162512,550511,169544,TQ505695,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",46,18,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,67,,E01024481,Kent
BR8 7UF,Yes,51.405402,0.162274,550493,169593,TQ504695,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",40,15,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,67,,E01024481,Kent
BR8 7UH,Yes,51.404129,0.162085,550484,169451,TQ504694,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",38,12,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,68,,E01024481,Kent
BR8 7UJ,Yes,51.404295,0.161359,550433,169468,TQ504694,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",76,32,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,68,,E01024481,Kent
BR8 7UL,Yes,51.404671,0.160945,550403,169509,TQ504695,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",50,18,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,69,,E01024481,Kent
BR8 7UN,Yes,51.397043,0.174674,551383,168689,TQ513686,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1981-06-01,,"Swanley","",,,"Swanley","Swanley","Sevenoaks 002D","Urban major conurbation",South East,83,,E01024480,Kent
BR8 7UP,Yes,51.395164,0.17414,551352,168479,TQ513684,"Kent","Sevenoaks","Swanley St Mary's", E07000111,E05005031,England,E10000016,"Sevenoaks",1990-02-01,,"Swanley","",,,"Swanley","Swanley","Sevenoaks 002B","Urban major conurbation",South East,80,,E01024477,Kent
BR8 7UQ,Yes,51.395891,0.175195,551423,168562,TQ514685,"Kent","Sevenoaks","Swanley St Mary's", E07000111,E05005031,England,E10000016,"Sevenoaks",1990-02-01,,"Swanley","",,,"Swanley","Swanley","Sevenoaks 002B","Urban major conurbation",South East,80,,E01024477,Kent
BR8 7UR,Yes,51.401351,0.167359,550860,169153,TQ508691,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",82,45,"Swanley","Swanley","Sevenoaks 002F","Urban major conurbation",South East,62,,E01024482,Kent
BR8 7US,Yes,51.402138,0.168561,550941,169243,TQ509692,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",46,23,"Swanley","Swanley","Sevenoaks 002F","Urban major conurbation",South East,61,,E01024482,Kent
BR8 7UT,Yes,51.403947,0.163629,550592,169434,TQ505694,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1981-06-01,,"Swanley","",41,26,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,65,,E01024481,Kent
BR8 7UX,Yes,51.406127,0.195337,552790,169742,TQ527697,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1996-12-01,,"Swanley","",50,18,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,56,,E01024472,Kent
BR8 7WA,Yes,51.412928,0.184647,552024,170476,TQ520704,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1987-04-01,,"Hextable","",8,4,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,48,,E01024445,Kent
BR8 7WB,Yes,51.397873,0.166275,550796,168764,TQ507687,"Kent","Sevenoaks","Swanley St Mary's", E07000111,E05005031,England,E10000016,"Sevenoaks",1987-04-01,,"Swanley","",11,9,"Swanley","Swanley","Sevenoaks 002B","Urban major conurbation",South East,71,,E01024477,Kent
BR8 7WD,Yes,51.406294,0.161223,550417,169690,TQ504696,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1987-04-01,,"Swanley","",146,48,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,69,,E01024481,Kent
BR8 7WE,Yes,51.406979,0.160148,550340,169764,TQ503697,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1987-04-01,,"Swanley","",36,11,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,73,,E01024481,Kent
BR8 7WF,Yes,51.39959,0.173588,551299,168970,TQ512689,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1987-04-01,,"Swanley","",52,46,"Swanley","Swanley","Sevenoaks 002D","Urban major conurbation",South East,79,,E01024480,Kent
BR8 7WH,Yes,51.395506,0.163935,550641,168496,TQ506684,"Kent","Sevenoaks","Swanley St Mary's", E07000111,E05005031,England,E10000016,"Sevenoaks",1992-01-01,,"Swanley","",43,20,"Swanley","Swanley","Sevenoaks 002A","Urban major conurbation",South East,75,,E01024476,Kent
BR8 7WJ,Yes,51.399163,0.171914,551184,168919,TQ511689,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1990-07-01,,"Swanley","",84,46,"Swanley","Swanley","Sevenoaks 002D","Urban major conurbation",South East,79,,E01024480,Kent
BR8 7WL,Yes,51.396142,0.175753,551461,168591,TQ514685,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1990-07-01,,"Swanley","",7,2,"Swanley","Swanley","Sevenoaks 002D","Urban major conurbation",South East,79,,E01024480,Kent
BR8 7WP,Yes,51.398713,0.173359,551286,168872,TQ512688,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1996-06-01,,"Swanley","",78,65,"Swanley","Swanley","Sevenoaks 002D","Urban major conurbation",South East,81,,E01024480,Kent
BR8 7WS,Yes,51.409586,0.183984,551989,170103,TQ519701,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1992-08-01,,"Hextable","",77,27,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,46,,E01024446,Kent
BR8 7WX,Yes,51.405441,0.194038,552702,169663,TQ527696,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1997-06-01,,"Swanley","",17,5,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,62,,E01024472,Kent
BR8 7WY,Yes,51.405274,0.193858,552690,169644,TQ526696,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1997-06-01,,"Swanley","",11,5,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,63,,E01024472,Kent
BR8 7XA,Yes,51.403699,0.166349,550782,169412,TQ507694,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",72,29,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,60,,E01024481,Kent
BR8 7XB,Yes,51.402679,0.165596,550733,169297,TQ507692,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",23,13,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,62,,E01024481,Kent
BR8 7XD,Yes,51.403305,0.167222,550844,169370,TQ508693,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",34,12,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,59,,E01024481,Kent
BR8 7XE,Yes,51.403041,0.166907,550823,169340,TQ508693,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",62,24,"Swanley","Swanley","Sevenoaks 002F","Urban major conurbation",South East,60,,E01024482,Kent
BR8 7XF,Yes,51.402477,0.166277,550781,169276,TQ507692,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",19,13,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,62,,E01024481,Kent
BR8 7XJ,Yes,51.40283,0.167631,550874,169318,TQ508693,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",2012-02-01,,"Swanley","",,,"Swanley","Swanley","Sevenoaks 002F","Urban major conurbation",South East,60,,E01024482,Kent
BR8 7XL,Yes,51.403156,0.167991,550898,169355,TQ508693,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",23,10,"Swanley","Swanley","Sevenoaks 002F","Urban major conurbation",South East,59,,E01024482,Kent
BR8 7XN,Yes,51.399585,0.183062,551958,168989,TQ519689,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",46,19,"Swanley","Swanley","Sevenoaks 001E","Urban major conurbation",South East,62,,E01024479,Kent
BR8 7XP,Yes,51.39897,0.182745,551938,168920,TQ519689,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",100,36,"Swanley","Swanley","Sevenoaks 001E","Urban major conurbation",South East,62,,E01024479,Kent
BR8 7XR,Yes,51.40142,0.183537,551985,169194,TQ519691,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",139,52,"Swanley","Swanley","Sevenoaks 001E","Urban major conurbation",South East,61,,E01024479,Kent
BR8 7XS,Yes,51.400566,0.183008,551951,169098,TQ519690,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",119,49,"Swanley","Swanley","Sevenoaks 001E","Urban major conurbation",South East,63,,E01024479,Kent
BR8 7XT,Yes,51.400919,0.167857,550896,169106,TQ508691,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1985-10-01,,"Swanley","",39,22,"Swanley","Swanley","Sevenoaks 002F","Urban major conurbation",South East,63,,E01024482,Kent
